GSE63577_BJ_transcripts,GSE63577_IMR90_transcripts,voic_epithelia_sen_transcripts,GSE63577_HFF_transcripts,GSE105951_PD78_transcripts,GSE130727_IMR90_transcripts,GSE130727_WI38_transcripts,GSE64553_MRC5_transcripts,GSE109700_early_sen_transcripts,GSE109700_deep_sen_transcripts,GSE64553_HFF_transcripts,GSE63577_MRC5_transcripts,GSE63577_WI38_transcripts
ENST00000338051 - C5orf24,ENST00000489607 - CAPZB,ENST00000556529 - MAP1LC3B2,ENST00000520036 - ACTBP6,ENST00000593513 - AXL,ENST00000535993 - CCND1,ENST00000591230 - ZNF532,ENST00000582463 - RPL36,ENST00000637848 - EFR3A,ENST00000507663 - EDIL3,ENST00000610907 - PABPC1,ENST00000438462 - RTN4,ENST00000489607 - CAPZB
ENST00000433542 - CCDC14,ENST00000528249 - NPIPB5,ENST00000447282 - PCBP2,ENST00000380635 - TMSB4X,ENST00000405289 - EHBP1,ENST00000333151 - H2AC14,ENST00000534980 - DDX6,ENST00000618282 - MAGT1,ENST00000377083 - KIF1B,ENST00000624425 - nan,ENST00000508075 - NEDD4,ENST00000508075 - NEDD4,ENST00000227507 - CCND1
ENST00000355725 - THOC2,ENST00000610907 - PABPC1,ENST00000457586 - PRNP,ENST00000270077 - PSG9,ENST00000342945 - BCAT1,ENST00000377745 - H4C2,ENST00000612235 - CADM1,ENST00000566753 - BLOC1S6,ENST00000302798 - PALM2AKAP2,ENST00000339907 - ZNF292,ENST00000525697 - SBF2,ENST00000360304 - MYLK,ENST00000550010 - CCT2
ENST00000553373 - FERMT2,ENST00000588454 - CALR,ENST00000444024 - RMND1,ENST00000370058 - L1CAM,ENST00000451430 - ANO10,ENST00000530285 - AHNAK,ENST00000528729 - FDFT1,ENST00000405570 - CTNNB1,ENST00000428984 - UBE3A,ENST00000513882 - MYO10,ENST00000597349 - PSG4,ENST00000615563 - MYO6,ENST00000612385 - missing
ENST00000589037 - RPL27,ENST00000438462 - RTN4,ENST00000353214 - ARPC5L,ENST00000465539 - ZNF271P,ENST00000615393 - missing,ENST00000444954 - CRELD2,ENST00000409151 - SPATS2L,ENST00000355725 - THOC2,ENST00000359671 - FN1,ENST00000587974 - EPG5,ENST00000612334 - CERCAM,ENST00000507166 - nan,ENST00000637049 - FTO
ENST00000547211 - RPLP0,ENST00000600467 - RPS19,ENST00000503064 - NME2,ENST00000561171 - MORF4L1,ENST00000550010 - CCT2,ENST00000509814 - ITGA2,ENST00000475322 - ATP6V1A,ENST00000540592 - NARS1,ENST00000512512 - IGFBP7,ENST00000530997 - NIN,ENST00000399974 - MTRNR2L4,ENST00000344528 - SH3BP4,ENST00000582193 - RPL19
ENST00000572008 - RPS15A,ENST00000525981 - RPL27A,ENST00000266095 - PISD,ENST00000356249 - CEMIP,ENST00000376795 - DNAJC3,ENST00000424869 - ZEB1,ENST00000488683 - CLIC4,ENST00000529303 - PAMR1,ENST00000555017 - SEC23A,ENST00000328306 - SLC9A7,ENST00000394001 - KRT34,ENST00000537058 - CADM1,ENST00000354558 - CKAP5
ENST00000339907 - ZNF292,ENST00000593513 - AXL,ENST00000512805 - RACK1,ENST00000550010 - CCT2,ENST00000525162 - PICALM,ENST00000339907 - ZNF292,ENST00000513526 - MAP1B,ENST00000588454 - CALR,ENST00000569454 - CDH13,ENST00000524845 - PPP6R3,ENST00000525981 - RPL27A,ENST00000605528 - RPS10-NUDT3,ENST00000548563 - NACA
ENST00000612334 - CERCAM,ENST00000465539 - ZNF271P,ENST00000201015 - PTHLH,ENST00000586807 - NARS1,ENST00000610997 - GPR107,ENST00000624425 - nan,ENST00000535240 - KCNJ2,ENST00000604646 - MTRNR2L11,ENST00000339907 - ZNF292,ENST00000536202 - TAOK1,ENST00000513319 - LOX,ENST00000433542 - CCDC14,ENST00000437761 - CD59
ENST00000570760 - nan,ENST00000392029 - QSOX1,ENST00000322989 - RPS15A,ENST00000282633 - WASHC2A,ENST00000523927 - ASPH,ENST00000486533 - COL12A1,ENST00000351898 - SLC4A4,ENST00000539277 - TMTC1,ENST00000391877 - DEGS1,ENST00000497037 - ANKRD28,ENST00000540914 - RIPOR2,ENST00000589037 - RPL27,ENST00000514940 - ADD1
ENST00000282633 - WASHC2A,ENST00000487806 - GNG5,ENST00000308022 - TMEM134,ENST00000589037 - RPL27,ENST00000409151 - SPATS2L,ENST00000420794 - missing,ENST00000282169 - UHMK1,ENST00000497865 - RND3,ENST00000614592 - GTF2IP1,ENST00000454967 - SAMD13,ENST00000409170 - RPL36A-HNRNPH2,ENST00000405570 - CTNNB1,ENST00000282633 - WASHC2A
ENST00000536684 - MTRNR2L8,ENST00000600213 - MTRNR2L12,ENST00000044462 - PSMA4,ENST00000553213 - RPL6,ENST00000525271 - EPB41L2,ENST00000530786 - BDNF,ENST00000524432 - MACF1,ENST00000360304 - MYLK,ENST00000328306 - SLC9A7,ENST00000527805 - ATM,ENST00000589037 - RPL27,ENST00000604646 - MTRNR2L11,ENST00000525981 - RPL27A
ENST00000533129 - CAPN1,ENST00000339907 - ZNF292,ENST00000618612 - FKBP1A,ENST00000582193 - RPL19,ENST00000336643 - SLC39A9,ENST00000377459 - H2AC12,ENST00000465851 - SLC39A10,ENST00000506154 - NEDD4,ENST00000536525 - NAV3,ENST00000377083 - KIF1B,ENST00000566753 - BLOC1S6,ENST00000447879 - MPDZ,ENST00000595404 - PSG9
ENST00000468379 - NIBAN2,ENST00000395603 - ATRX,ENST00000338051 - C5orf24,ENST00000514505 - BTF3,ENST00000559037 - GOLM2,ENST00000377733 - H2BC10,ENST00000524323 - STC1,ENST00000568530 - PDPR,ENST00000317840 - COL3A1,ENST00000420633 - PDE5A,ENST00000521946 - SULF1,ENST00000545208 - TJP1,ENST00000370050 - TMEM30A
ENST00000440577 - PUM2,ENST00000553213 - RPL6,ENST00000398752 - ATP5F1A,ENST00000528249 - NPIPB5,ENST00000520212 - MAPK9,ENST00000508075 - NEDD4,ENST00000536410 - DHRS7,ENST00000339907 - ZNF292,ENST00000409232 - TGOLN2,ENST00000564326 - CYLD,ENST00000338051 - C5orf24,ENST00000437974 - ARHGEF28,ENST00000357337 - MYCBP2
ENST00000610907 - PABPC1,ENST00000467736 - RPL13,ENST00000295685 - ARPC2,ENST00000342951 - PSG5,ENST00000513685 - ITGA2,ENST00000560167 - UACA,ENST00000531180 - EIF4G2,ENST00000306349 - BMP1,ENST00000543393 - RAP1B,ENST00000569454 - CDH13,ENST00000597374 - PSG4,ENST00000637848 - EFR3A,ENST00000441246 - POLR2B
ENST00000409151 - SPATS2L,ENST00000600720 - EEF2,ENST00000521591 - TNIP1,ENST00000539140 - DRAM2,ENST00000587974 - EPG5,ENST00000618052 - H3C7,ENST00000564328 - PEAK1,ENST00000523927 - ASPH,ENST00000406957 - XPO1,ENST00000614592 - GTF2IP1,ENST00000558397 - RPS17,ENST00000541434 - CADM1,ENST00000317840 - COL3A1
ENST00000582193 - RPL19,ENST00000370050 - TMEM30A,ENST00000588216 - TNPO2,ENST00000464788 - GNAS,ENST00000605528 - RPS10-NUDT3,ENST00000355057 - H4C11,ENST00000399338 - ITSN1,ENST00000497037 - ANKRD28,ENST00000564326 - CYLD,ENST00000575234 - ZNF75A,ENST00000600720 - EEF2,ENST00000586501 - KIAA1328,ENST00000380250 - missing
ENST00000405289 - EHBP1,ENST00000514032 - CANX,ENST00000503241 - ENSA,ENST00000552516 - TGFBR1,ENST00000536202 - TAOK1,ENST00000523203 - CSNK1A1,ENST00000536525 - NAV3,ENST00000488500 - EEF1A1,ENST00000502717 - HMGXB3,ENST00000494517 - GOLGB1,ENST00000514505 - BTF3,ENST00000394205 - SCOC,ENST00000594442 - ZFP36
ENST00000380635 - TMSB4X,ENST00000536985 - PFKFB3,ENST00000552285 - OS9,ENST00000409170 - RPL36A-HNRNPH2,ENST00000455168 - ARL8B,ENST00000621411 - H3C2,ENST00000432525 - DDX17,ENST00000544368 - CCT2,ENST00000530348 - nan,ENST00000409532 - ITGA6,ENST00000356249 - CEMIP,ENST00000317840 - COL3A1,ENST00000487806 - GNG5
ENST00000600467 - RPS19,ENST00000488500 - EEF1A1,ENST00000461685 - ZMYND8,ENST00000540242 - C1R,ENST00000512690 - RPS3A,ENST00000417253 - HELZ,ENST00000413546 - TP53BP1,ENST00000545377 - ARHGEF28,ENST00000405269 - SLC8A1,ENST00000369850 - FLNA,ENST00000344528 - SH3BP4,ENST00000409567 - DCTN1,ENST00000600467 - RPS19
ENST00000524478 - MMP3,ENST00000512975 - CCT5,ENST00000619898 - SPCS1,ENST00000600213 - MTRNR2L12,ENST00000452931 - HDLBP,ENST00000403230 - DDX17,ENST00000604646 - MTRNR2L11,ENST00000514032 - CANX,ENST00000416334 - NT5E,ENST00000395986 - BDNF,ENST00000538004 - NEK7,ENST00000603246 - MTCO2P22,ENST00000569510 - ADAMTSL3
ENST00000357370 - NPIPB5,ENST00000354785 - FN1,ENST00000250559 - RAP1B,ENST00000558830 - MORF4L1,ENST00000339907 - ZNF292,ENST00000342945 - BCAT1,ENST00000634375 - MYO1B,ENST00000605528 - RPS10-NUDT3,ENST00000540592 - NARS1,ENST00000495273 - ROBO1,ENST00000548458 - C12orf75,ENST00000405585 - STK25,ENST00000395603 - ATRX
ENST00000414306 - SBDS,ENST00000360304 - MYLK,ENST00000447630 - SS18L2,ENST00000230418 - PTK7,ENST00000544368 - CCT2,ENST00000582341 - ATP5PD,ENST00000565324 - SMG1,ENST00000537463 - FBN1,ENST00000536202 - TAOK1,ENST00000322434 - ZNF354B,ENST00000588507 - missing,ENST00000558492 - PPIB,ENST00000262209 - TRPA1
ENST00000600720 - EEF2,ENST00000481390 - PLAU,ENST00000518659 - TENM2,ENST00000513369 - GAPDHP35,ENST00000614925 - CAB39,ENST00000581201 - NBPF14,ENST00000424869 - ZEB1,ENST00000357370 - NPIPB5,ENST00000565324 - SMG1,ENST00000522854 - CSGALNACT1,ENST00000582193 - RPL19,ENST00000614925 - CAB39,ENST00000610907 - PABPC1
ENST00000525981 - RPL27A,ENST00000473257 - ACTB,ENST00000377727 - H4C8,ENST00000637049 - FTO,ENST00000485177 - PXDN,ENST00000414679 - PLCB4,ENST00000615513 - CDKN1A,ENST00000598436 - EEF2,ENST00000454569 - SCN9A,ENST00000302798 - PALM2AKAP2,ENST00000561243 - ACAN,ENST00000553213 - RPL6,ENST00000616023 - SEC22B3P
ENST00000550994 - HNRNPA1,ENST00000592453 - DAZAP1,ENST00000563169 - ZFP90,ENST00000296289 - TKT,ENST00000493259 - CPA4,ENST00000492878 - EPHB4,ENST00000437508 - TRIM2,ENST00000405585 - STK25,ENST00000530997 - NIN,ENST00000557206 - HIF1A,ENST00000604646 - MTRNR2L11,ENST00000618282 - MAGT1,ENST00000596304 - UBA52
ENST00000635846 - CDC73,ENST00000536159 - CITED2,ENST00000458128 - PGAM4,ENST00000558397 - RPS17,ENST00000513882 - MYO10,ENST00000470729 - ANKRD30BL,ENST00000389993 - PSME4,ENST00000513685 - ITGA2,ENST00000444746 - RIF1,ENST00000530348 - nan,ENST00000508067 - LOX,ENST00000582193 - RPL19,ENST00000619499 - missing
ENST00000528249 - NPIPB5,ENST00000537508 - SLC3A2,ENST00000393929 - CCNG1,ENST00000409151 - SPATS2L,ENST00000553373 - FERMT2,ENST00000514952 - SKIC3,ENST00000615563 - MYO6,ENST00000490286 - DPP4,ENST00000338051 - C5orf24,ENST00000326857 - DCBLD2,ENST00000635846 - CDC73,ENST00000326857 - DCBLD2,ENST00000572008 - RPS15A
ENST00000545641 - RIC1,ENST00000543485 - MMP2,ENST00000434476 - SCRN1,ENST00000616023 - SEC22B3P,ENST00000321464 - ZBTB38,ENST00000392029 - QSOX1,ENST00000601306 - RPS11,ENST00000586501 - KIAA1328,ENST00000475220 - FKBP9,ENST00000637848 - EFR3A,ENST00000548563 - NACA,ENST00000537463 - FBN1,ENST00000490286 - DPP4
ENST00000512975 - CCT5,ENST00000532993 - ARHGEF12,ENST00000585675 - C19orf25,ENST00000636048 - ARHGEF9,ENST00000566753 - BLOC1S6,ENST00000472501 - UCHL1,ENST00000370861 - PSMA7,ENST00000416123 - COL12A1,ENST00000620755 - NOMO1,ENST00000296794 - ARHGEF28,ENST00000366175 - PSG5,ENST00000617198 - DDX1,ENST00000545075 - MTRNR2L10
ENST00000513319 - LOX,ENST00000397192 - PAXIP1,ENST00000505034 - LARP7,ENST00000403380 - PSG1,ENST00000497865 - RND3,ENST00000377727 - H4C8,ENST00000372714 - KAT6B,ENST00000610907 - PABPC1,ENST00000395554 - missing,ENST00000555017 - SEC23A,ENST00000605528 - RPS10-NUDT3,ENST00000612334 - CERCAM,ENST00000467736 - RPL13
ENST00000405570 - CTNNB1,ENST00000637049 - FTO,ENST00000444739 - CASP4,ENST00000395603 - ATRX,ENST00000560466 - ANXA2,ENST00000502717 - HMGXB3,ENST00000512575 - SEPTIN11,ENST00000637848 - EFR3A,ENST00000492072 - CPA4,ENST00000508624 - APC,ENST00000550994 - HNRNPA1,ENST00000489607 - CAPZB,ENST00000433626 - PSG4
ENST00000616868 - SULF1,ENST00000409960 - SERF2,ENST00000400090 - ATP5PF,ENST00000610907 - PABPC1,ENST00000508067 - LOX,ENST00000615868 - H2AC4,ENST00000556283 - PAPOLA,ENST00000555616 - ACTN1,ENST00000495273 - ROBO1,ENST00000409101 - SCN3A,ENST00000598436 - EEF2,ENST00000490286 - DPP4,ENST00000586807 - NARS1
ENST00000586807 - NARS1,ENST00000594442 - ZFP36,ENST00000510385 - TP53,ENST00000367883 - MGST3,ENST00000572008 - RPS15A,ENST00000508515 - ERBIN,ENST00000274487 - ADAMTS19,ENST00000603246 - MTCO2P22,ENST00000523027 - DPYSL2,ENST00000614925 - CAB39,ENST00000356005 - FN1,ENST00000433736 - ITGAV,ENST00000393301 - CTSC
ENST00000465539 - ZNF271P,ENST00000567300 - MT2A,ENST00000538348 - C15orf40,ENST00000409567 - DCTN1,ENST00000586501 - KIAA1328,ENST00000539241 - CCND1,ENST00000614343 - GPX3,ENST00000466397 - RPL29,ENST00000536827 - MPDZ,ENST00000538383 - NTN4,ENST00000360304 - MYLK,ENST00000339907 - ZNF292,ENST00000486085 - RTN4
ENST00000600213 - MTRNR2L12,ENST00000271877 - UBAP2L,ENST00000536202 - TAOK1,ENST00000506260 - PAM,ENST00000554624 - PSMC1,ENST00000377803 - H4C3,ENST00000527213 - HSD17B12,ENST00000414679 - PLCB4,ENST00000426105 - PUM1,ENST00000428984 - UBE3A,ENST00000586807 - NARS1,ENST00000392029 - QSOX1,ENST00000357370 - NPIPB5
ENST00000553213 - RPL6,ENST00000424248 - DENND3,ENST00000452018 - AGTRAP,ENST00000394685 - CEMIP,ENST00000578491 - DDX5,ENST00000444746 - RIF1,ENST00000400033 - NDUFV2,ENST00000537508 - SLC3A2,ENST00000470581 - SEMA3C,ENST00000513526 - MAP1B,ENST00000526256 - CSRP1,ENST00000497849 - VIM,ENST00000536859 - SERINC2
ENST00000401753 - ROCK2,ENST00000440577 - PUM2,ENST00000426105 - PUM1,ENST00000556009 - NPC2,ENST00000435234 - DYNC1I2,ENST00000510461 - FNIP1,ENST00000548861 - nan,ENST00000578400 - DDX5,ENST00000493259 - CPA4,ENST00000405570 - CTNNB1,ENST00000540592 - NARS1,ENST00000531647 - EIF4G2,ENST00000409567 - DCTN1
ENST00000592453 - DAZAP1,ENST00000464116 - XRCC6,ENST00000332411 - KRT76,ENST00000433626 - PSG4,ENST00000561171 - MORF4L1,ENST00000438882 - PLEKHB2,ENST00000490940 - P3H2,ENST00000586807 - NARS1,ENST00000614925 - CAB39,ENST00000517331 - NDRG1,ENST00000494831 - LAMB2,ENST00000399974 - MTRNR2L4,ENST00000297183 - ANKHD1
ENST00000588454 - CALR,ENST00000616023 - SEC22B3P,ENST00000623354 - NHSL2,ENST00000439274 - APP,ENST00000617797 - CUL1,ENST00000526070 - DDX6,ENST00000513594 - PDE5A,ENST00000502717 - HMGXB3,ENST00000591230 - ZNF532,ENST00000444746 - RIF1,ENST00000489607 - CAPZB,ENST00000530173 - NPEPPS,ENST00000485198 - ACAD11
ENST00000401992 - PSG5,ENST00000507543 - DCTD,ENST00000349456 - CFAP36,ENST00000589923 - GRN,ENST00000611931 - NBPF19,ENST00000282633 - WASHC2A,ENST00000389506 - KMT2A,ENST00000438462 - RTN4,ENST00000449081 - KCTD20,ENST00000432738 - SERPINE2,ENST00000599226 - PSG7,ENST00000518161 - TMEM30A,ENST00000481390 - PLAU
ENST00000433736 - ITGAV,ENST00000596314 - RPS5,ENST00000531526 - LARGE2,ENST00000448741 - HEBP2,ENST00000524845 - PPP6R3,ENST00000397238 - AGAP3,ENST00000426482 - NBPF19,ENST00000524280 - TNIP1,ENST00000306090 - GNAS,ENST00000391877 - DEGS1,ENST00000402456 - PSG6,ENST00000545641 - RIC1,ENST00000599595 - UBA52
ENST00000427239 - COL11A1,ENST00000436333 - MPG,ENST00000543873 - STAT6,ENST00000541703 - REXO2,ENST00000543540 - CADM1,ENST00000357658 - SZT2,ENST00000339907 - ZNF292,ENST00000433542 - CCDC14,ENST00000409101 - SCN3A,ENST00000536827 - MPDZ,ENST00000540040 - MTRNR2L1,ENST00000540040 - MTRNR2L1,ENST00000561171 - MORF4L1
ENST00000439274 - APP,ENST00000541240 - KIFC3,ENST00000357896 - IFT20,ENST00000578400 - DDX5,ENST00000461070 - EIF2S2P4,ENST00000611279 - MTHFD1L,ENST00000530997 - NIN,ENST00000493452 - FLNB,ENST00000578558 - FLII,ENST00000629399 - MDN1,ENST00000553213 - RPL6,ENST00000502717 - HMGXB3,ENST00000448741 - HEBP2
ENST00000424646 - NR3C1,ENST00000540592 - NARS1,ENST00000368708 - S100A2,ENST00000525981 - RPL27A,ENST00000264441 - PCYOX1,ENST00000399668 - KNL1,ENST00000395309 - KTN1,ENST00000453308 - PXDN,ENST00000423829 - ICAM1,ENST00000579475 - NOTCH2,ENST00000593513 - AXL,ENST00000610907 - PABPC1,ENST00000360674 - ADAM15
ENST00000530348 - nan,ENST00000550994 - HNRNPA1,ENST00000352260 - SPNS1,ENST00000496182 - RPL23A,ENST00000389980 - SPTBN1,ENST00000433762 - COL6A3,ENST00000338051 - C5orf24,ENST00000536684 - MTRNR2L8,ENST00000513685 - ITGA2,ENST00000502717 - HMGXB3,ENST00000297183 - ANKHD1,ENST00000357370 - NPIPB5,ENST00000511789 - TBC1D19
ENST00000485280 - RAB7A,ENST00000452931 - HDLBP,ENST00000263341 - IL1B,ENST00000612385 - missing,ENST00000506241 - IL6ST,ENST00000539277 - TMTC1,ENST00000477324 - XPC,ENST00000534555 - RPS3,ENST00000539743 - CPT1A,ENST00000406359 - TEK,ENST00000619499 - missing,ENST00000488500 - EEF1A1,ENST00000600720 - EEF2
ENST00000407568 - PSG5,ENST00000493452 - FLNB,ENST00000415482 - PTPN12,ENST00000488355 - THBS2,ENST00000464116 - XRCC6,ENST00000480283 - ATRX,ENST00000566753 - BLOC1S6,ENST00000534980 - DDX6,ENST00000441497 - ECT2,ENST00000338051 - C5orf24,ENST00000409151 - SPATS2L,ENST00000380635 - TMSB4X,ENST00000451430 - ANO10
ENST00000443424 - FAP,ENST00000483630 - NBPF9,ENST00000367988 - TOMM40L,ENST00000361883 - KRTAP1-5,ENST00000441497 - ECT2,ENST00000545377 - ARHGEF28,ENST00000577001 - PRPF8,ENST00000392029 - QSOX1,ENST00000403230 - DDX17,ENST00000395554 - missing,ENST00000518783 - GRIA1,ENST00000361301 - WNT16,ENST00000491493 - PGD
ENST00000371144 - STAG2,ENST00000541703 - REXO2,ENST00000392463 - TP63,ENST00000407568 - PSG5,ENST00000585301 - SMURF2,ENST00000401753 - ROCK2,ENST00000359218 - TTN,ENST00000520226 - DLC1,ENST00000447941 - PXDN,ENST00000359218 - TTN,ENST00000573778 - P4HB,ENST00000536684 - MTRNR2L8,ENST00000567300 - MT2A
ENST00000359218 - TTN,ENST00000478574 - S100A10,ENST00000265333 - VDAC1,ENST00000494395 - ITGB1,ENST00000344730 - ABL2,ENST00000503810 - ITGA2,ENST00000493185 - CLTA,ENST00000439918 - P4HB,ENST00000582946 - missing,ENST00000376795 - DNAJC3,ENST00000494950 - PLOD2,ENST00000406359 - TEK,ENST00000523927 - ASPH
ENST00000452931 - HDLBP,ENST00000461070 - EIF2S2P4,ENST00000359187 - GOLGA8A,ENST00000443424 - FAP,ENST00000478963 - ATP6V1E1,ENST00000536827 - MPDZ,ENST00000418984 - EEA1,ENST00000409151 - SPATS2L,ENST00000624425 - nan,ENST00000470581 - SEMA3C,ENST00000406487 - PSG2,ENST00000540592 - NARS1,ENST00000456504 - MCTP2
ENST00000449081 - KCTD20,ENST00000502717 - HMGXB3,ENST00000347140 - R3HDM2,ENST00000552130 - VPS29,ENST00000473428 - RHOQ,ENST00000528188 - DKK3,ENST00000321464 - ZBTB38,ENST00000452931 - HDLBP,ENST00000533129 - CAPN1,ENST00000524432 - MACF1,ENST00000414306 - SBDS,ENST00000521075 - ASAP1,ENST00000359218 - TTN
ENST00000560165 - ANXA2,ENST00000486085 - RTN4,ENST00000397119 - DYNC1I2,ENST00000476752 - DKK1,ENST00000541703 - REXO2,ENST00000262435 - SMURF2,ENST00000613695 - nan,ENST00000615563 - MYO6,ENST00000537006 - ENC1,ENST00000441497 - ECT2,ENST00000533129 - CAPN1,ENST00000558308 - UACA,ENST00000502717 - HMGXB3
ENST00000588507 - missing,ENST00000555014 - HIF1A,ENST00000585603 - POP4,ENST00000515869 - ERCC6,ENST00000424869 - ZEB1,ENST00000497187 - WLS,ENST00000523582 - TRPA1,ENST00000594442 - ZFP36,ENST00000521195 - FZD6,ENST00000523027 - DPYSL2,ENST00000600467 - RPS19,ENST00000454092 - MTND4LP30,ENST00000544301 - VIM
ENST00000614925 - CAB39,ENST00000485280 - RAB7A,ENST00000340398 - H3-5,ENST00000543485 - MMP2,ENST00000619499 - missing,ENST00000513685 - ITGA2,ENST00000547517 - RAB5C,ENST00000540040 - MTRNR2L1,ENST00000563915 - MVP,ENST00000421578 - CORO1C,ENST00000558132 - ANXA2,ENST00000473257 - ACTB,ENST00000522566 - FZD6
ENST00000462745 - MME,ENST00000496182 - RPL23A,ENST00000520638 - RNF145,ENST00000536985 - PFKFB3,ENST00000494517 - GOLGB1,ENST00000509612 - PDE5A,ENST00000396429 - OSBPL3,ENST00000447540 - CHD9,ENST00000331505 - missing,ENST00000416334 - NT5E,ENST00000488683 - CLIC4,ENST00000514032 - CANX,ENST00000361301 - WNT16
ENST00000395603 - ATRX,ENST00000502949 - SEL1L3,ENST00000372562 - PPCS,ENST00000492739 - NDUFB4,ENST00000442065 - BCAP29,ENST00000614247 - H4C4,ENST00000488788 - nan,ENST00000510998 - PALLD,ENST00000455077 - SLC4A7,ENST00000426105 - PUM1,ENST00000457497 - RPL10P6,ENST00000521195 - FZD6,ENST00000617962 - GADD45A
ENST00000557135 - WARS1,ENST00000262209 - TRPA1,ENST00000347849 - PTPN18,ENST00000478966 - SERPINE2,ENST00000517486 - ANXA6,ENST00000505971 - TRIO,ENST00000543847 - STIP1,ENST00000556009 - NPC2,ENST00000579475 - NOTCH2,ENST00000317840 - COL3A1,ENST00000478574 - S100A10,ENST00000592984 - HSPB6,ENST00000418655 - nan
ENST00000330736 - ANKRD11,ENST00000637426 - missing,ENST00000515877 - GPN1,ENST00000507543 - DCTD,ENST00000477325 - RPSA,ENST00000521195 - FZD6,ENST00000526070 - DDX6,ENST00000454092 - MTND4LP30,ENST00000409532 - ITGA6,ENST00000579081 - NF1,ENST00000550010 - CCT2,ENST00000512512 - IGFBP7,ENST00000485280 - RAB7A
ENST00000441246 - POLR2B,ENST00000460469 - NMD3,ENST00000448526 - CDKN1A,ENST00000497849 - VIM,ENST00000622399 - GTF2IP1,ENST00000331505 - missing,ENST00000355725 - THOC2,ENST00000399974 - MTRNR2L4,ENST00000544448 - MAN1B1,ENST00000510373 - ERAP2,ENST00000520226 - DLC1,ENST00000600467 - RPS19,ENST00000506451 - SEPTIN7P14
ENST00000409960 - SERF2,ENST00000569510 - ADAMTSL3,ENST00000504924 - ARL15,ENST00000572008 - RPS15A,ENST00000530131 - RDX,ENST00000546274 - UBR1,ENST00000511789 - TBC1D19,ENST00000570760 - nan,ENST00000437974 - ARHGEF28,ENST00000492072 - CPA4,ENST00000468379 - NIBAN2,ENST00000583147 - TWSG1,ENST00000555870 - MIPOL1
ENST00000541703 - REXO2,ENST00000372879 - TOMM7,ENST00000464845 - NAA10,ENST00000372879 - TOMM7,ENST00000629399 - MDN1,ENST00000584027 - NBPF9,ENST00000227507 - CCND1,ENST00000573778 - P4HB,ENST00000454967 - SAMD13,ENST00000488729 - KIDINS220,ENST00000552516 - TGFBR1,ENST00000600720 - EEF2,ENST00000532993 - ARHGEF12
ENST00000519510 - PLAT,ENST00000596304 - UBA52,ENST00000441902 - PIP5K1A,ENST00000366175 - PSG5,ENST00000424646 - NR3C1,ENST00000276072 - TAF1,ENST00000460954 - ALCAM,ENST00000424646 - NR3C1,ENST00000514940 - ADD1,ENST00000449081 - KCTD20,ENST00000512975 - CCT5,ENST00000371144 - STAG2,ENST00000541703 - REXO2
ENST00000487661 - HEG1,ENST00000529546 - TXNRD1,ENST00000368905 - SCNM1,ENST00000462745 - MME,ENST00000598182 - EEF2,ENST00000511450 - TMEM167A,ENST00000440579 - KIAA0319L,ENST00000572882 - ABCC1,ENST00000637614 - ATP6AP2,ENST00000423833 - missing,ENST00000430085 - CALD1,ENST00000524280 - TNIP1,ENST00000547211 - RPLP0
ENST00000541240 - KIFC3,ENST00000544368 - CCT2,ENST00000281589 - PABPC3,ENST00000619987 - MESD,ENST00000545380 - CADM1,ENST00000527573 - CSRP1,ENST00000563432 - GLG1,ENST00000481390 - PLAU,ENST00000437508 - TRIM2,ENST00000543393 - RAP1B,ENST00000524698 - TXNRD1,ENST00000426982 - KIAA0319L,ENST00000601041 - PSG4
ENST00000540592 - NARS1,ENST00000599595 - UBA52,ENST00000618570 - UBE2NL,ENST00000569510 - ADAMTSL3,ENST00000563830 - SNAP23,ENST00000451462 - ADAMTS1,ENST00000519510 - PLAT,ENST00000589037 - RPL27,ENST00000586807 - NARS1,ENST00000276072 - TAF1,ENST00000476752 - DKK1,ENST00000557135 - WARS1,ENST00000438462 - RTN4
ENST00000464116 - XRCC6,ENST00000497849 - VIM,ENST00000611884 - RSRC1,ENST00000451430 - ANO10,ENST00000489856 - CAV1,ENST00000578186 - H4C14,ENST00000483966 - HNRNPU,ENST00000614925 - CAB39,ENST00000615337 - SLC35B2,ENST00000480226 - ITGB1,ENST00000593096 - KRT19,ENST00000545094 - CADM1,ENST00000530348 - nan
ENST00000549338 - SLC25A3,ENST00000468019 - RPL7A,ENST00000445930 - PSMC6,ENST00000592984 - HSPB6,ENST00000599630 - MYDGF,ENST00000220959 - UBR5,ENST00000421578 - CORO1C,ENST00000507327 - RPS3A,ENST00000414679 - PLCB4,ENST00000409938 - EPHA4,ENST00000601073 - PSG1,ENST00000441246 - POLR2B,ENST00000406359 - TEK
ENST00000476752 - DKK1,ENST00000355725 - THOC2,ENST00000520547 - EIF5AL1,ENST00000380250 - missing,ENST00000529970 - ARHGEF12,ENST00000395603 - ATRX,ENST00000381294 - IL6ST,ENST00000530326 - NUP160,ENST00000508685 - SH3RF1,ENST00000497187 - WLS,ENST00000440577 - PUM2,ENST00000409170 - RPL36A-HNRNPH2,ENST00000447282 - PCBP2
